"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
"111","European",16,"No","Female","Right",1,"HR",4,2,1,1,2,2,1,1,4,1,1,1,1,4,2,2,2,3,5,4,2,1,2,4,4,1,2,2,2,3,1,4,4,3,5,1,1,3,2,1,4,4,5,3,4,4,5,2,5,3
"112","Middle East",23,"No","Female","Right",1,"SA",1,2,2,4,4,2,4,1,1,1,3,5,4,3,4,2,1,4,2,3,2,3,1,4,3,3,2,3,2,4,2,1,4,4,3,3,5,3,5,2,2,2,3,3,4,4,3,3,5,3
"113","European",30,"Yes","Female","Right",1,"US",5,4,5,5,5,5,5,5,5,4,3,4,3,4,5,1,3,2,2,1,1,1,1,1,1,1,1,1,5,5,2,4,3,4,3,1,4,5,3,4,3,4,4,5,5,5,4,3,4,5
"114","European",17,"Yes","Female","Right",1,"US",3,5,4,5,5,5,3,5,5,4,2,2,1,2,4,2,2,2,5,2,2,1,5,2,1,1,2,1,4,4,5,5,2,4,5,1,3,2,2,2,3,4,5,5,5,5,4,2,5,5
"115","North African and Other",20,"Yes","Female","Right",2,"US",2,3,3,2,3,3,2,2,2,2,2,3,2,3,4,3,3,3,4,3,1,2,2,2,1,2,2,2,5,4,2,2,3,3,3,3,3,4,2,3,3,4,4,4,3,4,3,2,4,3
"116","European",25,"Yes","Male","Right",1,"US",2,4,2,2,4,4,1,4,4,1,2,3,1,2,5,4,4,4,4,4,2,2,2,2,2,4,2,4,4,2,2,2,2,4,5,4,2,4,2,3,5,5,5,5,4,5,4,5,5,4
"117","European",27,"No","Male","Right",1,"BR",4,5,4,5,4,5,4,5,5,5,2,2,3,4,2,3,2,4,4,2,4,3,3,4,4,4,4,5,4,4,2,3,2,3,3,3,3,3,4,2,5,5,5,5,5,5,4,5,4,5
"118","European",25,"Yes","Female","Right",1,"US",1,2,2,1,2,2,1,1,2,2,2,3,2,1,3,2,3,2,2,4,2,2,1,2,3,4,2,2,3,3,1,1,1,1,1,5,1,5,1,1,5,4,4,4,4,4,4,4,5,3
"119","European",21,"Yes","Female","Right",2,"US",3,4,3,4,4,3,2,2,2,2,2,2,2,4,4,3,4,2,3,2,1,1,1,1,1,1,1,1,5,3,2,4,2,2,2,4,2,5,2,3,3,3,4,2,2,3,4,2,3,2
"120","European",59,"Yes","Male","Right",1,"IE",1,2,4,4,4,4,3,4,4,4,5,4,4,5,4,2,5,1,3,1,1,2,1,2,1,1,1,2,4,3,3,1,4,1,3,4,3,3,2,2,5,3,5,5,5,5,3,5,4,5
"121","European",30,"Yes","Female","Right",2,"US",4,4,5,4,4,5,4,5,4,4,4,3,4,5,4,2,5,2,1,1,2,1,1,2,1,3,1,2,3,4,2,2,1,1,2,5,3,5,3,2,5,5,5,5,5,5,5,5,4,5
"122","European",37,"Yes","Female","Right",1,"US",5,5,5,5,5,5,3,2,5,5,5,1,3,4,1,5,1,4,5,1,3,3,3,4,5,5,5,4,2,5,5,4,5,4,4,1,4,5,3,1,4,2,1,2,5,1,5,4,5,5
"123","South East Asian",27,"No","Female","Right",1,"NZ",2,2,3,2,3,2,2,3,2,3,1,3,1,2,4,3,2,4,4,5,2,2,2,2,2,2,2,1,4,4,3,4,3,4,3,4,3,4,3,2,4,4,4,4,3,5,3,3,4,4
"124","North African and Other",41,"Yes","Female","Left",2,"US",2,3,3,2,2,3,2,1,1,1,2,2,2,3,4,4,2,4,4,2,1,2,2,2,2,2,3,2,4,3,1,1,1,1,3,5,1,5,1,1,3,3,3,2,4,3,4,3,4,3
"125","European",18,"Yes","Male","Right",1,"GB",4,4,5,4,3,3,4,4,5,2,3,4,3,2,1,1,3,1,4,2,4,3,5,4,4,4,3,3,3,5,3,4,2,3,4,2,4,3,4,3,3,4,5,4,3,5,4,4,4,5
"126","European",21,"Yes","Female","Right",1,"US",3,4,3,4,4,4,4,4,4,3,1,2,1,2,3,4,2,4,4,2,2,2,3,1,2,2,2,2,4,4,4,4,2,5,4,2,3,3,4,3,3,4,4,4,4,4,3,4,4,4
"127","North African and Other",15,"Yes","Female","Right",1,"US",5,3,5,2,3,4,3,1,1,5,3,5,1,2,3,1,3,2,3,1,1,3,1,1,1,1,2,1,5,5,2,4,1,2,3,5,1,3,1,1,4,5,4,4,4,5,5,4,3,4
"128","European",18,"No","Female","Right",1,"BR",2,5,1,2,4,5,1,3,4,1,1,1,2,4,2,4,1,5,5,4,3,4,3,3,3,3,3,4,4,3,3,5,2,3,3,3,3,4,3,2,5,5,5,4,5,4,4,5,5,5
"129","European",20,"Yes","Male","Left",1,"GB",4,5,5,4,5,5,4,3,3,4,5,4,2,3,2,1,4,1,2,2,2,1,3,1,3,3,1,2,4,4,3,2,2,4,3,4,3,4,4,3,4,4,4,4,5,5,4,4,5,4
"130","Other",35,"Yes","Male","Right",1,"US",5,5,5,5,5,5,5,2,4,5,5,5,1,5,3,1,5,1,2,1,1,1,1,1,1,2,1,1,5,5,2,3,2,2,3,5,1,5,1,1,4,4,5,5,5,5,5,4,5,5
"131","European",24,"Yes","Female","Right",1,"GB",2,4,2,2,3,4,3,2,1,3,2,2,2,2,4,3,3,3,4,4,2,3,3,3,3,3,3,4,3,2,5,4,3,4,5,2,4,2,5,3,4,4,4,3,3,5,3,3,4,3
"132","European",33,"Yes","Female","Right",1,"US",5,5,4,5,5,4,5,2,4,4,1,2,2,3,2,4,1,4,4,4,1,1,1,1,1,2,1,2,4,2,5,3,3,3,2,4,1,5,2,4,5,5,3,5,4,4,4,4,5,4
"133","Mixed",20,"No","Female","Right",1,"PH",3,1,2,1,2,5,1,1,2,1,3,3,2,3,4,2,3,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,2,4,4,2,4,2,3,3,5,4,4,3,4,3,2,4,3
"134","European",59,"Yes","Female","Right",1,"US",1,4,4,2,4,4,3,1,3,3,4,4,5,4,4,2,3,1,2,1,1,2,3,2,2,1,2,1,4,4,2,2,2,1,2,4,2,5,4,2,4,3,3,4,4,3,4,4,4,3
"135","European",19,"Yes","Female","Left",1,"CA",5,4,5,5,5,5,3,5,5,5,2,3,1,2,4,2,4,2,5,1,1,3,2,3,3,2,2,1,4,4,4,4,2,4,4,4,3,3,3,3,5,4,5,3,3,5,3,4,5,4
"136","Other",26,"No","Male","Right",1,"BR",2,4,2,4,2,4,2,4,4,2,3,3,2,2,3,4,2,4,4,2,3,3,4,3,3,4,3,3,4,2,2,4,2,3,2,2,3,4,2,2,5,4,5,5,5,5,4,3,5,5
"137","European",24,"No","Female","Right",1,"CA",3,5,4,3,4,5,2,3,1,1,3,5,3,1,5,2,5,1,4,1,1,3,2,1,4,1,2,1,5,5,1,5,1,1,3,2,2,3,1,1,2,2,5,3,5,5,5,1,5,4
"138","European",31,"Yes","Female","Right",2,"US",5,5,5,5,5,5,5,5,5,5,2,3,2,2,1,4,2,4,4,4,2,1,3,1,1,1,1,2,4,5,3,5,3,3,5,1,3,5,3,3,3,4,5,4,3,5,5,3,2,5
"139","European",30,"Yes","Female","Right",1,"US",1,4,3,2,3,5,1,2,4,3,2,2,1,1,1,2,3,1,2,2,1,1,3,1,1,1,1,2,5,5,4,4,3,5,5,1,4,2,5,5,5,5,5,5,4,5,4,1,5,5
"140","Middle East",18,"Yes","Female","Right",1,"US",1,4,2,1,2,5,1,1,2,1,2,3,1,1,5,4,2,2,5,5,4,3,5,4,3,5,5,3,2,2,2,2,1,3,4,5,1,3,3,2,2,4,4,5,1,4,3,2,5,3
"141","Other",24,"Yes","Female","Right",5,"US",3,5,4,3,3,5,2,2,3,1,2,4,1,2,3,3,3,1,4,2,1,2,1,2,2,2,1,1,4,5,1,1,1,1,2,5,1,4,1,1,4,5,5,5,5,5,4,4,4,4
"142","Other",13,"Missed","Female","Right",1,"US",4,4,5,4,4,5,5,3,3,4,4,4,3,3,3,2,3,4,2,1,1,1,1,1,1,2,1,2,5,4,2,1,1,2,1,3,1,5,2,1,5,5,5,5,5,5,5,5,5,5
"143","European",19,"Yes","Female","Right",1,"US",3,4,5,4,5,4,4,3,4,4,3,4,3,3,4,1,4,2,2,3,1,1,2,1,1,2,2,1,5,4,3,5,4,4,4,2,4,4,4,4,4,4,3,4,3,3,4,3,3,4
"144","South East Asian",20,"Yes","Female","Right",2,"US",2,3,2,2,2,2,4,3,2,1,1,1,1,1,2,3,1,4,2,4,4,4,4,4,4,2,2,4,1,4,2,2,2,4,4,4,3,4,4,2,4,3,4,5,4,4,4,4,4,4
"145","South East Asian",13,"Yes","Female","Right",1,"US",3,5,4,4,4,5,4,2,4,4,4,2,1,4,2,4,3,4,4,2,1,2,1,1,2,2,2,2,5,2,2,2,2,4,1,4,2,4,2,1,4,4,4,4,5,4,4,4,4,4
"146","Other",16,"Yes","Female","Right",2,"US",4,5,3,4,5,5,5,4,3,2,2,4,4,3,3,3,1,5,3,4,3,4,1,3,5,4,3,2,1,3,5,4,4,1,3,1,3,3,5,3,2,3,4,3,4,5,3,3,5,5
"147","European",17,"Yes","Female","Right",1,"AU",1,5,5,2,5,5,1,2,1,4,5,5,2,2,5,3,4,1,1,2,1,1,1,1,1,1,1,1,5,5,4,4,1,1,4,2,4,4,5,1,5,5,5,5,5,5,5,4,5,1
"148","European",27,"Yes","Female","Right",1,"US",3,5,5,5,5,4,5,4,4,4,3,4,4,1,5,3,4,2,2,3,3,1,3,2,1,2,2,2,4,4,4,2,4,2,4,4,4,3,3,4,4,5,4,3,4,4,4,4,2,3
"149","European",20,"Yes","Female","Right",5,"US",1,3,4,4,4,4,2,3,2,2,2,4,2,1,5,2,3,2,2,4,1,2,2,2,1,2,2,3,4,4,4,3,3,2,1,4,2,4,2,2,5,4,5,4,3,5,4,5,5,4
"150","North East Asian",44,"No","Female","Right",1,"JP",2,5,3,3,4,4,4,4,4,2,2,2,4,5,2,4,4,2,2,1,2,2,1,1,2,3,2,3,4,4,4,2,4,2,4,1,5,4,2,1,4,3,3,5,3,4,4,4,2,3
"151","European",21,"Yes","Female","Right",1,"CA",4,5,4,4,4,5,5,4,5,4,2,3,2,2,3,4,2,4,4,3,2,2,2,2,1,1,1,2,4,4,3,4,4,3,4,2,3,3,4,3,4,3,3,2,3,3,3,3,2,2
"152","European",21,"Yes","Female","Right",2,"CA",3,4,4,4,5,4,4,2,2,4,3,4,2,3,4,4,4,2,3,2,2,1,1,2,1,3,1,2,5,4,1,3,2,2,2,3,1,4,2,1,5,4,3,5,4,4,5,4,4,4
"153","Indian",23,"No","Male","Right",1,"IN",2,2,4,2,3,2,1,4,4,2,3,4,2,4,4,2,4,2,1,2,4,1,1,3,2,1,2,1,4,4,2,5,4,2,4,2,2,5,2,4,2,4,2,5,4,4,4,1,4,4
"154","Other",24,"Yes","Female","Right",1,"US",1,4,1,1,3,1,1,1,1,1,1,3,1,1,1,5,2,3,5,5,4,4,4,2,5,3,5,3,5,5,2,1,1,4,1,5,2,5,2,2,4,1,5,1,4,5,4,5,5,5
"155","Mixed",39,"Yes","Male","Right",1,"CA",2,2,2,2,4,4,4,1,3,3,4,3,2,1,2,2,3,2,3,4,2,2,1,2,2,2,2,4,3,4,3,2,4,2,4,4,2,5,3,4,4,5,4,5,4,5,4,1,5,4
"156","European",45,"Yes","Female","Right",2,"US",1,2,2,2,2,4,1,1,1,1,2,3,2,2,3,3,3,3,1,4,1,1,1,2,2,1,1,1,3,2,2,5,1,4,2,1,3,5,3,2,5,5,3,3,5,5,5,5,4,4
"157","European",45,"Yes","Female","Left",5,"US",3,5,5,5,5,5,5,4,4,5,3,4,3,4,4,3,4,2,4,1,1,1,2,1,1,1,1,1,4,4,3,5,3,1,5,2,4,3,5,4,4,5,3,4,3,4,4,3,5,3
"158","Mixed",20,"Yes","Male","Right",1,"US",3,4,5,4,5,5,5,4,5,5,4,3,2,2,5,1,5,1,1,2,1,1,1,1,1,2,1,1,5,5,3,3,1,1,3,2,2,5,2,1,5,5,5,5,5,5,4,5,5,5
"159","Other",21,"Yes","Female","Right",1,"US",2,2,2,1,3,3,3,3,3,3,1,2,1,1,2,4,2,4,5,4,2,3,3,2,3,3,3,3,3,3,3,5,2,5,3,3,1,4,1,3,3,3,5,3,3,3,3,3,3,4
"160","Mixed",23,"No","Female","Right",2,"ID",2,5,3,2,2,4,3,4,2,4,3,3,3,3,2,2,2,4,3,2,2,2,2,2,2,1,2,1,4,4,1,2,2,2,2,3,2,4,1,3,4,3,5,3,4,5,4,1,4,4
"161","North East Asian",23,"No","Female","Right",1,"PH",2,4,5,5,4,4,4,5,4,5,2,2,1,4,5,4,4,2,4,1,1,1,1,1,1,1,1,5,5,5,1,4,2,1,2,5,1,4,1,2,4,5,5,5,5,5,5,4,5,5
"162","European",22,"Yes","Female","Right",1,"US",1,1,3,1,1,1,1,1,1,1,1,3,1,2,3,5,2,2,3,2,1,4,1,1,2,1,3,1,4,3,5,5,2,5,4,1,3,3,5,4,3,3,5,5,4,5,3,1,5,4
"163","European",16,"Yes","Female","Right",1,"US",4,4,5,4,5,4,5,3,5,3,2,5,2,2,2,4,2,3,3,3,1,1,3,2,3,2,1,1,5,5,3,3,2,3,2,3,3,3,2,3,5,5,4,5,5,5,5,5,4,5
"164","European",20,"Yes","Male","Right",5,"AU",4,5,5,4,5,5,2,4,4,2,3,4,4,2,4,1,3,2,3,4,1,2,4,1,2,2,1,2,5,5,4,5,4,4,5,2,4,4,5,4,5,5,5,3,3,5,4,5,5,5
"165","Mixed",33,"No","Female","Right",1,"IN",2,2,4,2,4,4,4,2,2,2,5,4,4,4,4,2,4,2,2,2,5,2,1,1,2,2,2,2,4,5,2,2,2,1,2,4,2,4,2,2,4,5,2,5,4,4,4,3,4,4
"166","Other",17,"Yes","Female","Right",1,"AU",4,4,3,3,4,3,3,2,3,2,2,4,2,2,1,2,1,4,3,4,1,1,1,2,1,2,2,2,4,4,4,5,1,4,5,1,5,3,4,3,3,2,5,5,3,4,2,4,5,4
"167","South East Asian",17,"Yes","Missed","Right",1,"CA",1,3,3,3,2,3,1,2,3,2,3,3,2,2,4,3,3,2,4,2,1,2,4,3,2,3,2,3,3,3,3,3,2,2,5,2,2,3,2,2,4,4,5,5,4,5,4,4,3,5
"168","European",20,"Yes","Female","Right",5,"US",2,4,4,3,4,4,2,2,2,4,1,2,1,1,2,5,1,4,5,4,1,1,3,1,1,1,1,1,4,4,2,4,2,3,3,3,2,4,2,2,3,4,4,5,3,4,4,3,5,4
"169","Mixed",59,"Yes","Female","Right",1,"US",1,1,3,1,1,1,1,5,1,1,5,5,5,5,5,1,5,1,1,1,4,2,1,3,4,2,2,2,2,4,5,4,4,1,4,4,3,4,5,4,4,3,5,3,4,5,3,2,4,4
"170","European",25,"Yes","Male","Right",2,"CA",5,5,4,3,5,5,4,2,4,3,5,5,3,5,4,2,4,1,2,2,1,1,1,1,1,1,1,1,5,5,2,5,2,4,2,3,2,5,1,2,4,5,5,4,5,5,5,4,4,5
"171","European",18,"Yes","Female","Right",1,"AU",1,3,1,1,1,3,1,5,1,1,1,3,1,1,5,3,2,3,5,4,2,4,5,4,1,5,3,4,1,3,2,1,2,3,4,5,2,3,3,3,4,4,5,3,3,5,3,4,3,5
"172","Mixed",27,"No","Male","Right",1,"US",1,2,3,2,3,3,3,3,2,1,3,5,1,1,1,4,3,3,4,5,1,1,2,2,3,2,3,1,4,5,3,5,2,4,4,3,3,3,3,3,3,4,4,5,4,4,5,2,5,4
"173","European",24,"Yes","Female","Right",1,"CA",3,2,2,4,1,3,4,3,2,1,3,3,2,1,5,3,1,4,5,4,2,2,4,2,3,3,4,3,5,3,4,4,2,3,5,2,5,3,3,3,3,4,3,5,3,3,3,5,5,3
"174","European",29,"Yes","Male","Both",1,"US",5,5,5,3,5,5,4,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,2,1,1,1,2,5,5,1,1,1,1,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5
"175","European",16,"Yes","Female","Both",1,"US",2,1,3,1,3,4,1,2,4,2,5,4,4,5,5,1,4,1,1,2,5,3,3,4,3,4,4,2,3,5,1,2,2,1,2,4,2,5,2,3,4,4,4,4,4,4,3,3,4,4
"176","South East Asian",29,"Yes","Male","Right",2,"US",2,2,3,1,4,2,3,2,3,1,4,4,2,2,4,2,4,1,3,3,1,2,4,1,3,3,3,3,4,3,3,3,2,2,2,4,3,2,2,2,5,5,4,5,3,4,4,3,5,4
"177","Other",33,"No","Female","Right",2,"US",2,4,2,2,5,5,1,1,2,1,1,1,1,2,1,5,2,5,5,3,1,3,2,2,1,1,2,2,4,3,3,1,4,3,5,2,1,1,5,5,4,3,5,4,5,5,1,1,5,5
"178","Indian",21,"No","Male","Right",1,"IN",4,4,4,2,2,4,3,4,5,1,3,3,2,4,3,2,2,4,3,1,4,2,1,2,2,1,2,2,5,2,3,2,2,2,2,3,2,5,3,2,4,4,4,5,5,5,5,3,4,4
"179","European",26,"Yes","Male","Right",3,"US",3,3,4,3,4,4,2,2,3,2,2,4,2,2,3,3,3,3,3,2,1,2,2,2,3,3,3,2,3,4,2,2,2,3,3,4,2,4,3,2,5,5,5,2,4,5,4,4,4,4
"180","South East Asian",21,"No","Male","Right",1,"IN",1,4,2,4,3,2,2,2,4,1,4,4,3,3,4,4,2,4,2,3,3,2,2,2,2,2,3,3,3,3,4,4,2,4,4,2,5,3,4,4,1,4,4,5,4,4,4,1,4,5
"181","Indian",26,"No","Female","Right",1,"IN",3,4,5,3,4,2,2,4,5,4,3,3,4,4,3,3,3,3,3,2,2,4,1,2,3,2,2,2,4,5,3,2,2,2,2,4,5,5,2,3,4,5,5,5,4,5,5,3,3,5
"182","European",14,"Yes","Male","Right",1,"US",3,4,3,4,5,5,3,4,5,3,2,5,1,5,4,2,1,3,4,1,4,3,5,5,4,2,4,4,2,2,2,5,4,1,5,1,4,2,5,1,5,5,5,5,5,5,5,5,4,5
"183","Mixed",13,"Yes","Male","Right",1,"US",1,2,3,1,3,1,1,2,3,1,1,3,1,1,1,5,1,5,5,5,5,3,4,4,4,3,5,3,2,3,2,2,2,3,5,3,2,1,3,3,3,3,5,3,3,5,4,3,5,4
"184","European",30,"No","Male","Right",1,"SE",4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,1,4,1,2,1,1,1,3,2,1,2,5,5,1,5,1,2,5,1,2,3,5,2,4,5,5,5,5,5,5,4,5,5
"185","European",27,"Yes","Male","Right",1,"US",3,1,2,1,4,2,3,1,1,1,1,2,1,1,2,4,2,4,5,5,2,2,4,2,2,1,2,3,4,4,4,4,2,3,4,3,2,4,3,1,4,4,4,3,5,4,5,4,5,4
"186","European",17,"Yes","Male","Right",1,"US",2,2,2,2,3,4,2,2,3,2,1,2,1,1,2,4,1,5,5,5,2,2,4,2,2,2,2,2,4,1,4,4,2,4,4,3,2,2,3,2,5,5,5,5,5,5,5,5,4,5
"187","Other",17,"Yes","Female","Right",5,"US",5,4,5,5,5,4,5,1,3,4,3,3,3,3,3,3,3,3,3,2,4,2,2,3,1,3,1,2,3,3,3,2,3,1,1,4,2,4,4,4,3,4,3,4,3,4,5,2,4,3
"188","South East Asian",19,"Yes","Female","Right",1,"AU",3,4,4,3,3,2,2,2,2,2,5,4,4,5,3,3,3,2,3,2,2,2,2,2,2,2,3,4,3,3,3,4,2,1,4,2,2,3,4,2,4,5,2,4,3,2,4,3,4,3
"189","Missed",18,"Yes","Male","Right",1,"US",1,1,4,1,1,4,1,2,3,1,3,5,3,2,2,1,5,1,3,3,5,3,4,5,3,5,2,4,1,2,4,5,1,3,5,3,2,2,3,3,5,5,3,5,4,4,5,5,5,5
"190","South East Asian",23,"No","Female","Right",1,"MY",1,2,2,3,4,2,1,2,2,3,1,3,4,3,2,3,3,2,3,3,2,3,2,2,2,1,3,3,4,3,3,3,3,3,3,4,3,5,1,3,2,2,4,3,3,2,3,2,5,2
"191","Mixed",20,"No","Female","Right",1,"IN",5,5,5,3,1,1,1,5,5,1,1,1,5,5,1,1,4,1,1,1,5,1,1,1,5,1,1,1,5,5,5,1,1,5,5,1,5,1,2,1,1,5,5,4,3,1,4,1,1,4
"192","South East Asian",19,"No","Female","Right",2,"MY",4,3,3,3,3,3,4,2,3,5,2,4,2,2,2,5,1,3,4,3,1,2,1,2,4,1,3,1,4,5,3,5,3,4,3,1,4,5,3,2,2,3,4,3,5,4,5,3,2,4
"193","Other",23,"No","Male","Right",1,"IN",4,3,4,4,4,4,3,4,4,2,5,3,3,3,4,2,2,4,2,3,5,2,1,1,2,2,2,1,4,4,3,2,2,2,1,4,2,4,2,3,3,4,4,4,4,4,4,2,4,4
"194","Other",14,"Yes","Male","Right",1,"US",1,1,3,1,1,1,3,1,1,2,4,3,3,4,3,3,2,4,4,1,4,4,4,5,5,4,4,4,1,3,3,3,1,4,4,3,3,3,3,3,4,2,5,3,4,5,4,3,3,5
"195","Indian",18,"Yes","Male","Right",1,"IN",1,1,4,2,1,1,3,2,5,1,3,5,1,5,1,3,3,3,4,5,4,2,2,2,2,2,2,3,4,3,4,3,1,4,4,4,4,2,5,2,4,4,4,5,4,4,2,3,5,5
"196","Mixed",18,"Yes","Female","Right",1,"US",4,4,5,3,5,3,5,5,5,4,5,5,5,3,2,1,4,1,2,3,3,1,4,2,2,2,2,2,5,5,4,4,4,5,5,3,4,1,5,5,4,2,5,3,2,5,3,3,4,3
"197","Middle East",16,"No","Male","Right",1,"KW",2,2,3,2,1,2,2,2,1,2,2,2,1,4,2,4,3,2,4,3,2,3,4,4,2,4,4,2,2,4,4,2,2,3,4,3,2,4,5,2,4,2,4,2,3,4,3,3,4,4
"198","Missed",23,"Yes","Female","Right",1,"OM",3,4,4,4,3,4,2,5,5,1,4,4,2,2,5,4,1,1,1,3,4,2,1,2,2,1,2,1,5,5,1,3,1,2,3,1,3,3,1,1,2,3,4,3,4,5,3,2,3,3
"199","Indian",22,"No","Female","Right",1,"IN",5,5,5,3,5,4,5,4,3,4,3,3,3,3,3,3,4,2,2,3,5,1,1,1,2,1,1,1,5,4,1,4,1,2,3,5,3,3,1,3,2,3,3,3,3,3,5,2,3,3
"200","South East Asian",19,"Yes","Male","Right",1,"US",1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,2,4,1,2,1,3,2,1,2,3,3,3,2,4,4,3,4,3,2,4,1,3,4,3,3,4,3,5,5,5,5,3,4,5,5
"201","Other",21,"No","Male","Right",1,"US",3,4,3,4,3,3,3,1,2,3,3,3,1,4,4,4,3,3,3,3,1,2,3,2,1,2,2,2,4,3,2,4,1,3,3,4,1,4,4,1,3,4,4,4,3,1,4,4,4,5
"202","South East Asian",19,"No","Male","Right",1,"MY",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,4,1,3,5,5,1,3,5,1,5,5,1,3,3,5,3,3,3,1,3,2,4,3,3,3,5,1,1,3,3,2,5,1
"203","Pacific",14,"Yes","Male","Left",1,"AU",1,3,5,5,3,2,3,1,5,1,3,5,1,5,1,5,3,2,4,3,5,1,5,1,1,1,3,3,5,4,5,3,3,5,3,1,3,3,3,3,4,1,4,3,3,5,3,3,3,4
"204","European",39,"Yes","Female","Left",1,"AU",5,5,5,5,5,5,5,4,5,5,1,2,1,2,2,3,1,4,5,4,1,1,3,1,1,1,1,1,5,5,3,4,2,3,2,3,2,5,3,2,4,5,5,4,5,5,5,1,5,5
"205","European",26,"No","Male","Right",5,"DK",1,1,2,3,1,3,1,1,3,1,5,1,1,1,5,1,1,1,1,1,3,3,3,1,3,1,3,1,4,1,3,1,1,3,3,5,1,4,3,1,5,1,5,1,3,5,1,3,5,3
"206","European",48,"Yes","Male","Right",1,"GB",1,2,5,4,4,4,4,4,5,2,5,4,3,4,4,2,5,1,1,1,1,1,1,2,2,2,1,2,4,4,2,1,2,2,3,4,2,5,2,2,4,4,5,4,4,4,5,5,5,5
"207","European",33,"Yes","Female","Right",5,"NZ",1,3,2,4,4,2,1,1,1,1,3,3,2,2,3,4,1,3,4,4,2,3,2,4,2,2,3,3,4,2,3,2,2,2,2,4,1,3,2,3,4,3,3,4,3,2,4,4,4,3
"208","Indigenous Australian",20,"Missed","Male","Right",5,"ID",2,1,2,1,3,2,4,4,5,3,5,3,2,3,4,3,2,3,3,3,5,3,5,4,3,2,3,2,2,4,1,2,3,3,2,2,3,4,3,2,1,3,4,3,4,2,3,3,4,3
"209","European",22,"No","Female","Left",3,"DK",4,5,5,4,4,5,4,4,5,4,3,5,2,4,2,2,5,2,2,2,1,1,2,1,1,1,1,2,5,5,2,4,2,3,2,4,1,4,1,2,4,2,3,1,4,3,4,3,5,4
"210","Other",21,"No","Male","Right",1,"TR",1,2,5,1,2,2,1,1,1,4,3,5,1,5,1,1,5,1,1,1,1,5,3,5,5,5,5,5,1,1,1,1,1,1,1,5,1,5,1,5,3,5,3,5,3,5,5,3,5,3
"211","European",29,"Yes","Female","Right",5,"GB",1,2,4,1,2,2,1,2,2,2,2,4,1,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,2,2,1,4,1,2,1,1,1,5,2,2,4,4,4,4,4,4,2,4,2,3
"212","European",43,"Yes","Male","Right",1,"AU",3,2,4,3,4,4,4,2,2,4,2,3,2,3,4,4,4,2,4,2,1,2,2,2,2,2,2,2,3,4,3,5,3,4,4,2,3,4,4,2,4,4,4,3,4,5,4,3,4,4
"213","South East Asian",13,"Yes","Female","Both",1,"SG",1,2,2,3,4,4,1,1,2,1,3,3,1,1,3,4,2,5,3,5,5,2,4,4,3,5,2,1,2,4,3,2,1,1,3,3,2,3,4,1,5,5,4,5,4,3,5,5,4,5
"214","Indian",22,"No","Male","Right",2,"IN",2,2,2,3,5,2,2,2,3,2,5,4,2,3,4,5,3,3,5,3,2,3,3,1,1,1,5,1,5,4,3,1,3,2,3,1,4,3,3,2,3,1,2,5,4,2,4,4,3,4
"215","Other",23,"Yes","Female","Right",2,"GB",4,5,3,3,4,5,5,3,5,4,3,4,1,4,3,5,3,3,5,3,1,1,4,1,2,1,1,1,5,4,1,1,1,3,3,3,1,5,3,2,2,4,5,3,2,4,2,1,5,3
"216","European",24,"No","Male","Right",1,"LT",3,3,3,3,3,1,1,1,1,1,5,5,2,2,2,3,1,3,2,4,2,2,1,1,2,1,1,3,5,2,3,5,1,4,5,5,1,3,1,3,1,1,4,4,1,1,3,1,5,1
"217","European",39,"No","Male","Left",5,"GB",2,3,2,3,2,5,2,3,3,2,2,3,1,3,2,4,2,4,4,4,1,2,1,1,1,1,1,3,5,3,1,2,1,2,2,5,1,3,2,2,5,5,5,4,5,5,4,4,5,5
"218","European",29,"Yes","Female","Right",5,"AU",4,5,3,5,5,5,1,5,5,1,2,3,1,1,5,1,3,1,1,5,1,1,5,1,1,1,1,3,5,4,2,5,1,2,5,4,1,4,3,4,5,3,5,5,5,5,4,5,5,5
"219","European",39,"Yes","Male","Right",1,"IE",2,5,4,2,5,5,3,2,5,4,2,3,1,1,4,2,3,2,1,2,1,2,3,1,1,2,1,2,4,4,3,1,2,2,2,5,1,5,4,2,3,5,5,1,4,5,4,4,5,2
"220","South East Asian",26,"No","Female","Right",1,"US",2,2,2,2,2,2,2,4,3,3,2,2,2,4,2,4,2,3,4,4,2,4,4,2,4,2,4,4,4,3,4,2,2,2,3,3,4,4,4,2,4,2,2,2,2,2,2,2,4,2
"221","Other",17,"Yes","Female","Right",1,"GB",4,5,3,5,4,5,5,5,5,5,1,2,1,1,1,5,1,5,5,5,1,1,4,2,1,2,1,1,5,4,3,5,1,5,5,1,5,3,5,3,5,3,5,3,5,5,5,4,4,5
